repH,impH,repL,impL
1477.8043499686528,3.1942160436798233,1401.0215264658734,40.255854157771154
1452.7217939305176,13.305723281464058,1395.7907356661144,68.09297840768423
1468.415422693363,11.039654026333569,1398.7914270045605,49.63831011931161
1472.3193773778382,6.269773541450239,1407.8627804856153,59.468086302259856
1476.9889678899754,2.7209539344386284,1383.2777665196963,8.18386866035724
1477.8962311428027,2.957987322934713,1375.523334697248,3.225900911359766e-8
1446.1892233847484,34.61710938560769,1395.181031563667,26.093020918870472
1454.1425946489892,28.12074574633598,1390.0540239568948,23.672586374528514
1478.2223775432385,16.42451464828804,1388.0132045366074,10.854235737506784
1471.852651150244,16.800031089291387,1398.970358906356,35.3032250102876
1460.079948745742,19.78714353639186,1389.0144046834866,30.30047565365723
1425.0513501210871,53.718963138658935,1398.8229767590954,16.157823478272658
1456.1466207168269,17.4803531660416,1379.6654888646278,20.41514417962681
1462.1547829940105,25.58382040445512,1393.9880477398062,2.0516917764739793e-11
1470.7661811513517,13.438354676323986,1381.9249783811852,6.149449908998024
1481.7216156195445,10.93709540482827,1398.037262044168,27.201858465261076
1433.6474986886901,22.173438752606668,1412.064811057227,63.259694434412374
1475.4981931454374,19.106868318248676,1412.0059820740896,42.29460321832546
1473.3584330585356,14.824893828116151,1397.4971184113556,33.68262490990218
1472.943877160804,17.026698942167968,1394.5415466210568,27.966637909809
1466.5789366598672,10.402964963150788,1401.5498579421387,59.34072323057664
1477.768831023705,1.8315113511846104,1384.4439949459288,10.954953291936656
1467.2448054302831,21.558853084455286,1397.5198299213812,7.334496189921244e-8
1461.933732042482,16.380909584546615,1402.5268510509975,53.335345611090396
1478.059578044582,18.921077465830574,1400.344837769815,28.90561508872079
1458.636322340505,13.719720762213989,1404.9127862193668,68.79453399960613
1456.2018011355608,29.99548250181522,1413.8890956716098,44.8861296843953
1480.2560469037787,5.6055713802411,1391.9395024502476,22.364966869189416
1466.2560242340826,11.813781485657112,1417.2562325763697,72.46426497197942
1473.182177005389,5.391154654944078,1405.5668118210442,55.47621012177522
1459.9845954030372,14.744402878079969,1395.170006070889,51.28624300790254
1466.6084642065282,15.497281067100639,1384.5411206214512,20.434710677749322
1453.4489981374434,19.984891391243195,1412.4679360188431,62.94413217507908
1456.2909377867645,27.297894833948718,1392.6327728371768,6.440836480131606e-8
1478.7882182457447,8.960130976386653,1373.604757316913,1.6408128193693382e-6
1460.3610821120974,12.760281640227749,1398.3203794050246,61.346203974579275
1435.4986060379408,38.57488874860733,1411.3732251857878,36.65625897725222
1468.3654300500223,14.340954394234462,1386.5624136126676,23.969920461087558
1475.8616229706627,3.4996396614979446,1399.6985289237393,42.64664998027494
1459.6633066090153,20.853432363332594,1386.7674789922721,24.762038408760482
1461.116186578224,25.151937383439897,1386.8461000647642,16.843259219616673
1452.8567109195612,23.033586029244937,1408.9644529161685,53.672467521695125
1476.2198052636845,14.786763820167678,1373.6205051497022,1.535956190929161e-11
1427.9217410264662,17.764225305181267,1406.3756500554682,71.28194312628911
1472.8590819921674,4.582831612402595,1407.517921207927,59.8303603802815
1455.3390126755219,39.139518294317426,1403.8244636782515,28.486756525745307
1478.2895804495838,19.39477063650304,1395.34046874457,22.220050041710213
1453.8745035283205,21.43658751138342,1387.2916705650243,30.190097940297786
1456.1833465768539,27.83966329111387,1384.7195548133402,11.556726496608187
1473.3837888655212,24.23529803553022,1396.662014639608,3.9126800882595957e-7
1425.3326223256104,23.493155694370472,1404.2823185526188,53.08438496938943
1470.745288300975,11.020657225329007,1388.2640330207287,28.249200971160857
1428.7329674396558,54.57423959236534,1401.83876408616,18.482870742727833
1472.9651180654944,13.134771604124378,1402.748409673751,42.48945748030126
1458.582298889237,29.959198720704677,1391.6104604507393,21.52853203053804
1468.9614949992035,14.050068086149693,1383.8742758404555,16.98740791852373
1456.3148653220994,19.192725297597732,1388.919694218521,35.37417939277108
1467.9748829626726,19.563836530972182,1393.593877654288,29.27250250205959
1468.5706714297758,12.912271687858917,1403.6433683754824,51.38745733240307
1450.775035070301,37.089909794565614,1396.8978634710313,8.643615194219804e-8
1474.75385981166,8.325330348763428,1411.0552135348466,53.708647587000875
1472.5428186287975,21.613935845557165,1397.5225969125067,28.187803024916647
1465.2009180874654,16.625462025518694,1410.715857493533,56.65989411548859
1481.779506288275,4.1384175792278315,1392.0537829423351,20.97643668041859
1458.606945355407,31.756437687263407,1394.6626868982407,24.03193551384149
1453.8702080871062,29.90355190081735,1392.8994256405886,25.81440988311772
1471.6637336234182,9.861597019897232,1390.9464498003852,1.4701476869639473e-6
1465.184757020168,30.33758152712924,1386.1071548863795,2.1244870158250637
1468.4870995998942,28.387113852440685,1395.9929972227246,2.660954858855428e-9
