a1,a2,fϕ,f,redχ2
0.07435498930681206,-1.8899093374525315,92.45812262930146,1.2088405302438343,3.202263996295784
-0.11564501069318833,-1.8399093374525317,90.94812262930145,1.0188405302438341,2.4329545829657437
-0.27564501069318803,-1.8899093374525315,92.74812262930145,1.1088405302438342,2.5835755250651213
-2.135645010693188,-1.8599093374525315,93.50812262930145,1.1888405302438343,1.630316462658982
-0.24564501069318823,-1.9799093374525316,92.49812262930145,1.2288405302438343,2.9956186590549603
-1.1656450106931882,-2.1099093374525317,91.09812262930146,1.2088405302438343,2.1985057415173483
-0.9756450106931882,-2.1399093374525315,91.66812262930145,1.1988405302438343,2.3289195356906225
-1.215645010693188,-2.0699093374525317,91.79812262930145,1.0988405302438342,2.00462688012792
-0.715645010693188,-1.8899093374525315,92.52812262930145,1.2388405302438343,2.75316219886363
-1.235645010693188,-1.8999093374525315,91.36812262930145,1.1888405302438343,2.0631516185314984
-0.05564501069318828,-1.9799093374525316,92.29812262930145,1.1688405302438343,2.867380527583103
-1.3656450106931883,-2.1799093374525316,92.47812262930145,1.2188405302438343,2.2190874130282654
-1.6156450106931883,-1.8499093374525315,90.85812262930145,1.1688405302438343,1.7110038855699101
-2.345645010693188,-1.8199093374525317,93.94812262930145,1.1988405302438343,1.6922287047942781
-0.8856450106931884,-1.8699093374525315,93.51812262930144,1.1888405302438343,2.469229395200466
-0.24564501069318823,-1.8799093374525315,91.57812262930145,1.1288405302438342,2.6301269205386832
0.024354989306811792,-1.9199093374525316,93.40812262930145,1.1888405302438343,3.1034492967721827
-0.9256450106931879,-2.0699093374525317,91.72812262930145,1.1288405302438342,2.1755911464175757
-2.335645010693188,-1.8899093374525315,93.69812262930145,1.1888405302438343,1.760170563609153
-1.4756450106931882,-2.1499093374525318,90.91812262930145,0.9988405302438342,2.505919161130745
-0.28564501069318826,-1.9999093374525316,91.40812262930145,1.2388405302438343,2.935070383840835
-2.6156450106931883,-1.8999093374525315,93.82812262930145,1.0488405302438342,2.833313338154158
-1.4556450106931882,-1.8499093374525315,93.46812262930145,1.0188405302438341,1.701123824762976
-0.18564501069318817,-1.8799093374525315,92.99812262930145,1.0088405302438341,2.404247843026179
0.03435498930681202,-1.8599093374525315,92.48812262930146,1.1288405302438342,2.872591803866006
0.04435498930681181,-2.0299093374525317,93.56812262930146,1.1388405302438342,2.8651664403238852
-1.815645010693188,-1.8399093374525317,93.92812262930146,1.0988405302438342,1.5532213313270182
-1.025645010693188,-2.1999093374525316,93.05812262930145,1.0988405302438342,2.2821460010007044
-1.9056450106931881,-1.8399093374525317,91.66812262930145,1.1888405302438343,3.0942699619322123
-0.945645010693188,-2.1299093374525317,90.92812262930146,1.1388405302438342,2.2199383067013665
-0.3756450106931881,-1.9799093374525316,92.55812262930145,1.1188405302438342,2.5041029894683793
-1.7056450106931882,-2.0099093374525316,91.52812262930145,1.2188405302438343,1.87195401158098
-2.925645010693188,-1.8199093374525317,91.12812262930146,1.2188405302438343,3.213984852764152
-2.1956450106931884,-1.8099093374525315,91.58812262930145,1.1488405302438343,1.4991424081999043
