a1,a2,fϕ,f
-2.135645010693188,-1.8599093374525315,93.50812262930145,1.1888405302438343
-1.4556450106931882,-1.8499093374525315,93.46812262930145,1.0188405302438341
-1.815645010693188,-1.8399093374525317,93.92812262930146,1.0988405302438342
-1.9056450106931881,-1.8399093374525317,91.66812262930145,1.1888405302438343
-2.1956450106931884,-1.8099093374525315,91.58812262930145,1.1488405302438343
-2.2456450106931882,-1.8499093374525315,93.31812262930146,1.1388405302438342
-1.6556450106931884,-2.0599093374525315,91.48812262930146,1.0688405302438342
-1.7256450106931882,-2.0099093374525316,92.46812262930145,1.0588405302438342
-2.215645010693188,-2.0999093374525315,93.18812262930145,1.1788405302438343
-1.9956450106931882,-1.9999093374525316,93.76812262930144,1.1488405302438343
-1.7456450106931882,-1.9099093374525316,93.99812262930145,1.0388405302438342
-1.4556450106931882,-2.0999093374525315,93.71812262930145,0.9988405302438342
-1.6356450106931884,-1.8099093374525315,91.14812262930145,0.9988405302438342
-1.8856450106931881,-2.0299093374525317,91.78812262930145,1.0788405302438342
-1.9956450106931882,-1.8899093374525315,93.38812262930145,1.0788405302438342
-2.2656450106931882,-2.0699093374525317,93.72812262930145,1.2188405302438343
-1.505645010693188,-2.0699093374525317,90.76812262930144,1.0888405302438342
-2.105645010693188,-2.1299093374525317,93.88812262930145,1.2288405302438343
-2.0256450106931885,-1.9799093374525316,90.69812262930145,1.1888405302438343
-2.0356450106931883,-2.0099093374525316,90.92812262930146,1.1788405302438343
-1.7356450106931882,-1.8299093374525315,93.62812262930146,1.0988405302438342
-2.225645010693188,-1.8199093374525317,93.44812262930145,1.1388405302438342
-2.0256450106931885,-2.0399093374525314,93.83812262930145,1.0688405302438342
-1.7356450106931882,-1.9299093374525316,92.70812262930146,1.1088405302438342
-2.165645010693188,-2.1299093374525317,91.33812262930145,1.2388405302438343
-1.605645010693188,-1.9099093374525316,91.68812262930145,1.1088405302438342
-1.825645010693188,-2.1399093374525315,94.09812262930146,1.1488405302438343
-2.255645010693188,-1.9499093374525316,91.74812262930145,1.2088405302438343
-1.795645010693188,-1.9799093374525316,93.67812262930146,1.1788405302438343
-1.9356450106931882,-1.8199093374525317,91.35812262930145,1.1888405302438343
-1.6456450106931881,-1.8499093374525315,91.70812262930146,1.0688405302438342
-1.865645010693188,-1.8699093374525315,92.27812262930145,1.0688405302438342
-1.675645010693188,-2.0399093374525314,91.89812262930145,1.1388405302438342
-1.7756450106931883,-1.9999093374525316,93.27812262930145,1.0288405302438342
-2.2656450106931882,-1.9899093374525316,91.72812262930145,1.1788405302438343
-1.605645010693188,-1.8399093374525317,91.68812262930145,1.0788405302438342
-1.6156450106931883,-2.1099093374525317,93.71812262930145,1.0688405302438342
