repL,impL
1383.8936524764135,20.538679573961254
1408.9842578271218,46.517450869063474
1397.1127247351844,67.05500573741203
1366.940908250544,7.615747937306531e-10
1397.5912441313963,3.566315698096191e-9
1395.820573902727,20.264667641045055
1398.5024019592342,42.07921040390591
1416.1497097621987,51.27276622518126
1373.0302456793268,5.596533144136551e-7
1398.1933796386504,9.068346318061366
1369.0827779272734,5.255142440619646e-9
1417.0265473577822,65.33556587186762
1391.6085611345677,10.167532678910517
1415.9364553933742,68.01875358871119
1390.6911828081038,29.629143555941926
1407.501950000397,33.791128586640866
1366.4656455382333,1.575648661126031e-10
1387.4512695824462,16.07622461718427
1402.592593605038,29.386931898794874
1397.6850803775978,34.99944144127404
1394.692493709343,23.428255517561176
1412.6562535651874,55.29416127438416
1401.0573959268256,46.90179877538494
1418.1910214196876,70.4304186865385
1399.7622674815098,80.49788303070792
1377.578893394701,2.4129001972060873e-6
1378.2350759922592,2.8381072272594225e-11
1416.9866100015722,62.26289132086014
1396.2703784595697,25.95952583717896
1400.498699097185,55.655392190222905
1394.407070242511,34.409227120542944
1403.030478828347,30.46627010295499
1409.690645860956,50.97783193042821
1397.4664225810648,1.093788508049298e-10
1396.191217662971,26.022837151869872
1389.0066481393385,27.11247856336405
1373.24374333492,1.5674548515089495e-7
1372.6676035852693,6.097738850419261e-8
1411.055307795738,46.6566861591346
1370.7611943741367,4.531495383661502e-8
1403.7142993360437,70.66624965233898
1407.7866328057078,73.25196621887271
1382.809107289454,2.1549441940315117
1404.0103587961682,34.7925523989382
1394.3104209891299,27.537650559021653
1395.4569851222504,32.58021453954828
1397.0030246397557,4.8013727902519255e-9
1409.8791163571755,70.6464800015047
1402.7479248614927,71.83698481373722
1414.4673045330444,66.35229610500396
1404.4436518228888,53.931942068606
1370.4641319620496,1.0190492637381608e-7
1387.5140120492592,8.95133142608672
1388.5539327828476,25.754467756917943
1411.5846086316662,74.2087675650953
1389.317583269335,22.777557788433555
1395.2343893837242,2.8065007152511083e-7
1402.8741238660011,34.646401206691806
1398.407490273749,60.46645449355759
1408.3760085576355,39.63373680921616
1401.390011109817,40.87745252444689
1406.3064067543057,53.479172321077094
1398.8274445787717,31.141613578101996
1402.9020736549603,41.387285725348164
1408.2906164816977,23.34156346752469
1413.5848787425455,61.40388521012549
1399.8789756217154,48.704044706000474
1396.1246774610004,68.3052923799445
1376.5440512694363,4.0540319202673475e-6
1381.64651625568,7.917750130280679
1412.0949686511685,54.89662124122255
1396.0189092550877,68.9428970241383
1361.9443414960867,7.018476367759603e-7
1398.109824527671,28.725586740364836
1385.1682174558005,17.614267498089173
1408.4566230143012,36.09506040077055
1402.0345351285996,51.38322659232192
1393.4134322183972,21.106856833608855
1417.3776571162934,80.10456925666364
1401.5539316151028,55.93270691184752
1397.5915313564801,6.136820715225283e-9
1408.8643082140975,61.231877834853286
1401.7408250101337,42.952536240713734
1401.5995943394698,75.38774945294601
1387.9769586598586,26.98635219736585
1396.0371108267607,22.238237280609038
1391.77575300031,30.489142201204825
1367.6316179686437,1.669035561775896e-9
1390.0436780872649,13.178699235686302
1400.7286511517038,55.16943116610561
1388.45093593742,11.735581128876545
1390.4119442488009,15.673036472598277
1397.1174535159462,22.25013032634936
1409.6482859227897,42.15999352221844
1360.965846676758,2.106744417319003e-9
1418.3876859749746,70.93830820247922
1389.0278317088744,14.049657187141039
1388.9619513372734,15.91497434751272
1417.741983500711,69.42018947962303
1394.4852216345987,4.2311686750618404e-10
1408.4452816587,80.96391163356525
1392.9951873595244,25.26028918107649
1396.7448748979696,33.162700446079576
1407.3016042139686,81.63155963706237
1388.787291302407,17.927142219699096
1375.6742658203925,8.304045066043556e-6
1412.7745321838677,62.34419707653127
1395.8183845443584,25.287365708165176
1397.3914172526033,42.921610884968594
1352.5146232223658,1.1744673090834101e-7
