repH,impH
1453.5168128310313,20.412351561482847
1437.2073841627212,27.341387928934285
1446.329588431886,13.929081355498399
1468.7334484833707,27.143111061567364
1455.3571851993015,25.823575660167045
1479.5895204420608,17.44807360334283
1435.6370303855008,24.839947360406047
1430.9873287899925,26.986036911634553
1471.5376114490496,22.660679349623663
1398.1933792857508,9.068343033328958
1475.0390301732293,18.85860812105947
1469.4716459494998,9.945101795924021
1443.2533771538613,44.92704144599509
1471.6734963146164,5.278764844972919
1468.3201218577155,12.895143793350185
1452.7171160385865,34.14958026012242
1478.1005271865592,13.58512132864018
1470.4115700011528,15.711734571048288
1463.914195673774,29.71113087897081
1474.2147400922738,9.255633016067161
1471.3443234159906,20.304532250410613
1457.5381848732022,20.16134185929709
1466.152649528591,13.637950962168265
1471.5318246991524,5.426197602033864
1451.1468564425388,10.958556291385248
1470.388221029475,16.92719142854078
1433.3077451728911,37.78090984350972
1426.5825631373825,21.43526501240884
1475.0279612616227,15.824235688498598
1460.6084757832475,13.530572513581358
1470.5129878431114,11.259978298083627
1474.8605170529856,20.652210142865552
1471.8667738670488,11.13414276673993
1433.5065029722575,41.79583872184591
1478.8519801920525,9.372599633318492
1465.3037766479426,15.330661334663652
1470.874047674215,25.381662403055774
1480.342086986133,5.315103614205456
1440.5607076138153,27.997208868610333
1478.453254916654,8.103889828183169
1450.3703488873323,14.095758926896634
1453.2671119716945,13.799571842975848
1460.0719957746621,22.146705451029412
1466.069431226782,24.216275906732267
1463.383669597302,22.24318097043662
1474.1242581600318,8.673332744257733
1455.3158906258473,21.925186248598173
1465.7075111179943,9.19861166156509
1452.829342864641,12.937501053282153
1457.0623929566116,16.427908283953293
1465.20479244313,13.034520183686901
1466.8166907414213,29.235945552239734
1446.9961897160258,35.42899688258191
1457.5976802190237,20.63121318723826
1463.2706923905666,10.428712470049442
1451.6327958136358,26.02036562217016
1455.0652893298432,18.027783037788666
1470.0692646419513,20.244345413071848
1437.3708712134123,17.248111214049306
1447.8887504450345,30.609842652790963
1458.4811449690806,21.75118762312337
1471.5364350728273,7.801174153125783
1468.0562767829504,20.857001301881933
1472.9094255465357,11.419482619147567
1429.5370300453226,49.93619171737061
1439.9473442649773,21.461018675553884
1461.8504261443793,15.115277520103668
1449.059782241787,12.814659104804951
1455.035736448833,35.45394173275504
1468.6430464629616,11.666413781117297
1464.9576291901894,16.339895355236536
1445.7000121588812,13.303138319457359
1466.4584038465534,15.72981500330175
1470.0847540007333,20.65783073897103
1459.6345629403004,20.10231115870968
1459.7978210224917,30.161380258921625
1457.5814993191866,17.225639939660148
1478.2023406591336,11.94161850098929
1457.4804908165431,13.057281485944335
1446.7296186454926,18.616295942741488
1451.8170211184477,26.12914734651677
1468.9519697873425,8.82509295301414
1467.1658608577293,15.378889147749032
1444.340145551206,13.577581861409792
1460.3344941887426,17.85795894536286
1478.6907306723504,15.735753169657066
1459.040209576804,20.222006367527243
1476.360948532285,15.830390951266525
1473.278675004025,21.311479014570292
1463.3483722086403,12.193427937523348
1451.8761221903123,33.41522245138073
1476.6984013287317,14.666215088017852
1450.1798300923851,37.01494023015941
1452.428388434163,28.355166276314897
1464.14759433462,27.57503923353378
1442.228438053304,19.021496346442056
1468.2054595790662,22.79472991057693
1442.2542753250661,33.60356394645157
1468.644568812091,9.435023842694322
1444.472557904288,27.82278325227825
1463.5877814523064,8.125088334869346
1477.7196971370454,4.846937866004264
1455.9470774040358,24.414253893220284
1462.5130470676988,8.393144744616011
1449.0548139326224,29.823984152702884
1479.0629538602336,5.66700646257481
1469.9773031972572,8.915126385234354
1469.5882255528456,21.593214192530645
1466.487004361323,12.98195154397897
1471.3847994046264,9.938560635233511
1454.7522480422606,22.07267583076893
1472.095971823321,10.579866904355253
1435.3857668454277,44.47321522067378
1435.7581930453462,46.090032887843975
1458.2620697891437,26.72202965573132
1451.551958522207,13.03211116318437
1465.5400154040155,15.251870230988603
1461.5112111115482,22.95625497922937
1470.8301782213402,10.664228792278863
1455.7961054338775,15.865634728040876
1458.185378771964,23.853052242206214
1465.2185584845138,15.259695189441011
1454.6311663538015,13.371160817722853
1465.0670287693215,13.844455446288377
1444.0583081298907,28.608690263842828
1468.0923830370568,11.570408307818443
1464.799241544371,31.083209727192845
1424.3348378746355,21.39918732010288
1459.4044749778063,11.732114319283061
1452.738837497065,21.913480222761432
1434.5816355226877,24.856739871340988
1456.5216806008946,12.208503305908541
1464.7656744105727,12.709051036564878
1450.4153044522914,26.18007406607959
1435.1633524773817,52.562956608062
1451.9324209961135,16.73676076453251
1474.3602224740032,8.12953071782758
1461.385698543538,18.074096609145546
1478.7865469823928,9.092477178164772
1453.6464041075355,17.200050170628202
1460.9663225423697,11.254632111063499
1455.5477019049808,24.181596657538705
1474.4882558386878,6.342501326306802
1462.3052361731266,13.591425471773494
1474.0707871774007,14.541639991347763
1462.6691946249382,31.32588883371925
1478.0727420927503,16.6005789721357
1445.8873935392296,39.64214235555322
1474.2700515645727,16.881242041270276
1470.8632487277875,10.843892011693713
1447.4635123351663,35.15936099705203
1448.365261827731,24.445416944202154
1456.4375087856097,29.37744841126718
1436.7483468569028,25.312769287695822
1429.9788558266325,25.06756636268901
1440.9801072150547,29.735790570999175
1467.1553220852368,15.397432816398862
1411.814959100532,23.81123153297145
1460.7842145757918,22.345979954958153
1470.1234108705196,16.80317269841783
1464.6977267626692,11.373987217366723
1445.8294817870283,45.81650339882445
1452.8594937708933,19.249569598907993
1443.398888501658,23.643080346656042
1467.6344099512883,16.755000331757444
1466.931282575912,10.632728060430551
1456.0698984352734,16.7103641510854
1474.354968330566,5.1868406599622645
1468.808067224897,17.39809129620443
1431.5738756593382,44.828606933307135
1419.544910726542,13.57798990811857
1456.8397651927137,15.975808794766905
1467.9817863723808,19.112866170788003
1441.8631703088313,17.493186113959645
1477.2793386858634,5.898176026640533
1466.6331435184247,10.68795505111252
1456.1240575126037,26.000942228872873
1462.9456184611506,27.385352484229443
1452.071525790929,21.453612739063793
1451.6559039015142,20.503791902697337
1473.1012857983876,7.381756004804729
1465.7382659480606,18.760228253133537
1477.0109385151593,7.657864690803871
1453.8129150795914,15.281001707353413
1473.166542692444,17.483028646212826
1473.3616036132194,10.929978783878893
